Date,Price Index,Monthly Supply,Permits,Sentiment Index,Construction,Housing Starts,Lumber Price Index,Pair Count,Mortgage Rate,Units Completed,Sales Price,Oil Price
2004-12-01,158.67,4.1,2082.0,97.1,1280.0,2042.0,193.0,85585,78.68673000000001,1921.0,228800.0,43.15
2005-01-01,160.13,4.4,2139.0,95.5,1302.0,2144.0,194.6,79060,78.11218000000001,1892.0,232500.0,46.84
2005-02-01,161.924,4.3,2114.0,94.1,1322.0,2207.0,198.2,71432,76.98358,1908.0,232500.0,48.15
2005-03-01,164.576,4.1,2062.0,92.6,1311.0,1864.0,198.6,72180,81.09439,1787.0,232500.0,54.19
2005-04-01,166.99900000000005,4.3,2150.0,87.7,1324.0,2061.0,198.3,78882,80.09576,1927.0,233700.0,52.98
2005-05-01,169.544,4.2,2085.0,86.9,1322.0,2025.0,195.2,89942,78.24897,2103.0,233700.0,49.83
2005-06-01,172.015,4.3,2178.0,96.0,1329.0,2068.0,197.6,98606,76.36115,1965.0,233700.0,56.35
2005-07-01,174.09799999999996,4.2,2203.0,96.5,1338.0,2054.0,196.0,103497,77.90698,1886.0,236400.0,59.0
2005-08-01,175.923,4.5,2219.0,89.1,1356.0,2095.0,194.1,110261,79.61695999999999,1952.0,236400.0,64.99
2005-09-01,177.611,4.7,2263.0,76.9,1377.0,2151.0,197.4,105485,78.98769,1922.0,236400.0,65.59
2005-10-01,178.75099999999995,4.5,2170.0,74.2,1376.0,2065.0,198.0,99810,82.96854,1962.0,243600.0,62.26
2005-11-01,179.673,5.0,2218.0,81.6,1395.0,2147.0,194.1,88955,86.59371,1907.0,243600.0,58.32
2005-12-01,180.107,4.9,2120.0,91.5,1405.0,1994.0,195.2,82517,85.80027,1941.0,243600.0,59.41
2006-01-01,180.828,5.3,2212.0,91.2,1424.0,2273.0,197.5,74383,84.06293000000001,2036.0,247700.0,65.49
2006-02-01,181.5,6.1,2141.0,86.7,1423.0,2119.0,198.4,65657,85.53352,2048.0,247700.0,61.63
2006-03-01,182.75,5.9,2118.0,88.9,1423.0,1969.0,198.6,65130,86.51163000000001,2245.0,247700.0,62.69
2006-04-01,183.648,6.3,1998.0,87.4,1401.0,1821.0,198.3,68413,89.02189,2071.0,246300.0,69.44
2006-05-01,184.38,6.2,1905.0,79.1,1409.0,1942.0,198.6,78527,90.25308000000001,1897.0,246300.0,70.84
2006-06-01,184.547,6.3,1867.0,84.9,1383.0,1802.0,195.4,83967,91.40903,2050.0,246300.0,70.95
2006-07-01,184.607,7.3,1763.0,84.7,1363.0,1737.0,193.9,86957,92.51026,1934.0,235600.0,74.41
2006-08-01,184.404,6.7,1722.0,82.0,1339.0,1650.0,191.4,84398,89.24761,1877.0,235600.0,73.04
2006-09-01,184.198,6.7,1655.0,85.4,1317.0,1720.0,191.8,76090,87.5855,2011.0,235600.0,63.8
2006-10-01,184.054,7.3,1570.0,93.6,1283.0,1491.0,188.7,72197,86.9699,1918.0,245400.0,58.89
2006-11-01,183.632,6.6,1535.0,92.1,1265.0,1570.0,189.4,67245,85.36251999999999,1893.0,245400.0,59.08
2006-12-01,183.23,6.5,1638.0,91.7,1247.0,1649.0,190.3,64888,83.92613,1888.0,245400.0,61.96
2007-01-01,182.719,7.2,1626.0,96.9,1217.0,1409.0,192.1,60342,85.05471999999999,1822.0,257400.0,54.51
2007-02-01,182.472,7.9,1598.0,91.3,1206.0,1480.0,192.7,54881,85.97811,1640.0,257400.0,59.28
2007-03-01,182.194,7.9,1596.0,88.4,1192.0,1495.0,193.3,54650,84.21341,1623.0,257400.0,60.44
2007-04-01,182.131,7.4,1470.0,87.1,1181.0,1490.0,193.3,55123,84.54172,1539.0,242200.0,63.98
2007-05-01,181.884,7.8,1493.0,88.3,1164.0,1415.0,193.1,60749,85.66346999999999,1536.0,242200.0,63.46
2007-06-01,181.54,8.2,1407.0,85.3,1161.0,1448.0,193.7,62612,91.07387,1481.0,242200.0,67.49
2007-07-01,180.993,8.3,1361.0,90.4,1144.0,1354.0,194.4,65018,91.58686999999999,1534.0,241800.0,74.12
2007-08-01,180.234,9.2,1321.0,83.4,1123.0,1330.0,193.2,65795,89.90424,1512.0,241800.0,72.36
2007-09-01,179.12099999999995,9.2,1261.0,83.4,1108.0,1183.0,192.3,58733,87.3119,1356.0,241800.0,79.92
2007-10-01,177.52900000000002,8.5,1192.0,80.9,1096.0,1264.0,191.1,51798,87.2093,1405.0,238400.0,85.8
2007-11-01,175.16099999999997,9.4,1224.0,76.1,1080.0,1197.0,189.8,42329,84.92475999999999,1390.0,238400.0,94.77
2007-12-01,173.338,9.6,1149.0,75.5,1059.0,1037.0,190.0,39214,83.37893000000001,1328.0,238400.0,91.69
2008-01-01,171.078,9.3,1094.0,78.4,1041.0,1084.0,189.3,34788,78.76881,1331.0,233900.0,92.97
2008-02-01,169.192,9.7,1014.0,70.8,1025.0,1103.0,189.1,31804,80.95075,1274.0,233900.0,95.39
2008-03-01,167.905,10.5,967.0,69.5,1014.0,1005.0,189.9,31392,81.66895,1195.0,233900.0,105.45
2008-04-01,167.325,10.3,1008.0,62.6,1009.0,1013.0,190.5,35228,80.95075,1022.0,235300.0,112.58
2008-05-01,167.02200000000005,10.7,995.0,59.8,991.0,973.0,193.8,41109,82.57182,1142.0,235300.0,125.4
2008-06-01,166.53799999999995,10.7,1180.0,56.4,975.0,1046.0,194.6,47112,86.45691,1142.0,235300.0,133.88
2008-07-01,165.713,10.5,921.0,61.2,955.0,923.0,193.5,52737,87.90698,1087.0,226500.0,133.37
2008-08-01,164.278,11.3,858.0,63.0,936.0,844.0,193.5,55387,88.61149,1017.0,226500.0,116.67
2008-09-01,161.912,10.9,797.0,70.3,904.0,820.0,193.7,54666,82.59234000000001,1160.0,226500.0,104.11
2008-10-01,159.16299999999995,11.6,736.0,57.6,876.0,777.0,191.1,51929,84.81532,1055.0,222500.0,76.61
2008-11-01,156.071,11.4,626.0,55.3,842.0,652.0,188.9,45863,83.27633,1076.0,222500.0,57.31
2008-12-01,152.545,11.2,554.0,60.1,806.0,560.0,188.0,42730,72.3119,1021.0,222500.0,41.12
2009-01-01,149.362,12.2,545.0,61.2,783.0,490.0,185.3,36005,69.04925,777.0,208400.0,41.71
2009-02-01,147.618,10.5,558.0,56.3,756.0,582.0,183.5,33987,70.17784,819.0,208400.0,39.09
2009-03-01,146.515,11.0,513.0,57.3,717.0,505.0,181.7,33163,68.43365,839.0,208400.0,47.94
2009-04-01,146.94299999999996,10.7,521.0,65.1,677.0,478.0,181.2,36601,65.80027,846.0,220900.0,49.65
2009-05-01,148.17,9.3,556.0,68.7,650.0,540.0,180.9,41311,66.45007,818.0,220900.0,59.03
2009-06-01,149.797,8.5,601.0,70.8,627.0,585.0,180.8,46298,74.14501,797.0,220900.0,69.64
2009-07-01,150.749,7.9,595.0,66.0,611.0,594.0,182.8,52208,71.43639,797.0,214300.0,64.15
2009-08-01,150.668,7.5,616.0,65.7,588.0,586.0,183.0,55964,71.03283,792.0,214300.0,71.05
2009-09-01,149.626,7.8,609.0,73.5,576.0,585.0,183.7,54922,69.18605,721.0,214300.0,69.41
2009-10-01,148.584,7.4,583.0,70.6,554.0,534.0,182.7,52348,67.74282,746.0,219000.0,75.72
2009-11-01,147.938,7.6,623.0,67.4,532.0,588.0,183.3,49567,66.68947,844.0,219000.0,77.99
2009-12-01,146.664,8.0,664.0,72.5,517.0,581.0,184.6,49272,67.44185999999999,750.0,219000.0,74.47
2010-01-01,145.003,8.1,636.0,74.4,501.0,614.0,185.8,43477,68.80985,689.0,222900.0,78.33
2010-02-01,143.054,8.3,650.0,73.6,493.0,604.0,190.2,36970,68.26265,670.0,222900.0,76.39
2010-03-01,143.597,7.1,687.0,73.6,492.0,636.0,193.2,35103,67.95486,635.0,222900.0,81.2
2010-04-01,145.403,6.2,637.0,72.2,488.0,687.0,197.2,39460,69.74008,737.0,219500.0,84.29
2010-05-01,147.039,9.3,575.0,73.6,476.0,583.0,200.6,47620,66.86046999999999,702.0,219500.0,73.74
2010-06-01,147.704,8.3,587.0,76.0,447.0,536.0,195.7,53203,64.80848,894.0,219500.0,75.34
2010-07-01,147.564,8.9,579.0,67.8,443.0,546.0,194.0,54214,62.435019999999994,572.0,224100.0,76.32
2010-08-01,146.428,8.8,580.0,68.9,444.0,599.0,192.1,52169,60.567719999999994,592.0,224100.0,76.6
2010-09-01,144.61,7.6,563.0,68.2,439.0,594.0,191.4,45387,59.4528,632.0,224100.0,75.24
2010-10-01,143.132,8.2,558.0,67.7,436.0,543.0,190.5,41182,57.797540000000005,605.0,224300.0,81.89
2010-11-01,141.82299999999995,8.2,560.0,71.6,431.0,545.0,190.3,37658,58.823530000000005,552.0,224300.0,84.25
2010-12-01,140.632,7.0,632.0,74.5,427.0,539.0,191.2,37275,64.487,565.0,224300.0,89.15
2011-01-01,139.041,7.3,576.0,74.2,431.0,630.0,193.4,35455,65.04788,520.0,226900.0,89.17
2011-02-01,137.736,8.1,542.0,77.5,424.0,517.0,194.7,33604,67.74965999999999,615.0,226900.0,88.58
2011-03-01,137.789,7.2,583.0,67.5,420.0,600.0,195.8,33744,66.15595,591.0,226900.0,102.86
2011-04-01,139.159,6.7,581.0,69.8,417.0,554.0,195.6,36477,66.21067,549.0,228100.0,109.53
2011-05-01,140.69299999999998,6.6,618.0,74.3,415.0,561.0,194.3,41180,63.440490000000004,549.0,228100.0,100.9
2011-06-01,141.944,6.6,636.0,71.5,416.0,608.0,193.4,45240,61.69631,579.0,228100.0,96.26
2011-07-01,142.342,6.7,621.0,63.7,417.0,623.0,193.6,47543,62.1751,634.0,223500.0,97.3
2011-08-01,141.785,6.5,647.0,55.8,414.0,585.0,194.7,49936,58.41313,614.0,223500.0,86.33
2011-09-01,140.16899999999998,6.3,610.0,59.5,417.0,650.0,194.3,46891,56.169630000000005,603.0,223500.0,85.52
2011-10-01,138.411,6.0,671.0,60.8,422.0,610.0,195.8,44046,55.64295,566.0,221100.0,86.32
2011-11-01,136.667,5.7,706.0,63.7,433.0,711.0,195.3,39284,54.61696,585.0,221100.0,97.16
2011-12-01,135.16899999999998,5.3,697.0,69.9,434.0,694.0,195.8,37828,54.14501,610.0,221100.0,98.56
2012-01-01,134.168,5.3,712.0,75.0,441.0,723.0,196.3,35270,53.55676999999999,545.0,238400.0,100.27
2012-02-01,133.996,4.8,738.0,75.3,450.0,704.0,197.8,32816,53.214769999999994,561.0,238400.0,102.2
2012-03-01,135.864,4.9,806.0,76.2,458.0,695.0,199.8,32271,54.09029,582.0,238400.0,106.16
2012-04-01,138.471,4.9,732.0,76.4,463.0,753.0,200.4,35719,53.488369999999996,671.0,238700.0,103.32
2012-05-01,141.048,4.7,796.0,79.3,474.0,708.0,202.3,42414,51.95622,626.0,238700.0,94.66
2012-06-01,143.17,4.8,794.0,73.2,486.0,757.0,202.3,48160,50.2736,625.0,238700.0,82.3
2012-07-01,144.284,4.6,849.0,72.3,490.0,740.0,201.1,51757,48.56361,676.0,248800.0,87.9
2012-08-01,144.707,4.6,840.0,74.3,495.0,754.0,202.7,53166,49.27497,684.0,248800.0,94.13
2012-09-01,144.359,4.5,930.0,78.3,511.0,847.0,203.3,48528,47.845420000000004,652.0,248800.0,94.51
2012-10-01,143.969,4.9,887.0,82.6,520.0,915.0,202.1,46427,46.27223,730.0,251700.0,89.49
2012-11-01,143.961,4.6,917.0,82.7,534.0,833.0,204.9,42144,45.85499,668.0,251700.0,86.53
2012-12-01,143.868,4.5,941.0,72.9,551.0,976.0,206.5,42196,45.75923,677.0,251700.0,87.86
2013-01-01,144.312,4.0,940.0,73.8,559.0,888.0,210.7,38841,46.70315,714.0,258400.0,94.76
2013-02-01,145.161,4.1,980.0,77.6,581.0,962.0,213.1,35552,48.32421,729.0,258400.0,95.31
2013-03-01,147.96,4.2,936.0,78.6,596.0,1010.0,216.0,35307,48.768809999999995,816.0,258400.0,92.94
2013-04-01,150.968,4.4,1012.0,76.4,606.0,835.0,218.0,39609,47.12722,712.0,268100.0,92.02
2013-05-01,153.859,4.6,1003.0,84.5,620.0,930.0,215.6,48114,48.37209,708.0,268100.0,94.51
2013-06-01,156.428,4.1,942.0,84.1,629.0,839.0,213.2,55252,55.67715,736.0,268100.0,95.77
2013-07-01,158.289,5.5,997.0,85.1,640.0,880.0,212.4,61935,59.781119999999994,784.0,264800.0,104.67
2013-08-01,159.39700000000005,5.5,964.0,82.1,654.0,917.0,214.1,64794,60.95759,765.0,264800.0,106.57
2013-09-01,159.675,5.4,1004.0,77.5,661.0,850.0,214.5,62127,61.422709999999995,776.0,264800.0,106.29
2013-10-01,159.55700000000004,4.9,1044.0,73.2,670.0,925.0,215.9,57223,57.3461,801.0,273600.0,100.54
2013-11-01,159.363,5.0,1029.0,75.1,687.0,1100.0,217.1,49203,58.207930000000005,839.0,273600.0,93.86
2013-12-01,159.28,5.2,1005.0,82.5,707.0,1002.0,217.6,46441,60.97811,778.0,273600.0,97.63
2014-01-01,159.369,5.1,976.0,81.2,713.0,888.0,220.2,40036,60.62927,838.0,275200.0,94.62
2014-02-01,159.872,5.3,1039.0,81.6,714.0,944.0,222.1,36380,58.857730000000004,876.0,275200.0,100.82
2014-03-01,161.189,5.6,1067.0,80.0,726.0,970.0,223.5,45367,59.40492,893.0,275200.0,100.8
2014-04-01,162.97,5.7,1090.0,84.1,743.0,1043.0,223.0,53219,59.33653,834.0,288000.0,102.07
2014-05-01,164.685,5.2,1018.0,81.9,754.0,1007.0,224.2,63963,57.3461,891.0,288000.0,102.18
2014-06-01,166.215,5.7,1010.0,82.5,771.0,911.0,224.3,73955,56.94254,800.0,288000.0,105.79
2014-07-01,167.139,6.2,1076.0,81.8,790.0,1085.0,224.7,80115,56.49795,839.0,281000.0,103.59
2014-08-01,167.454,5.4,1047.0,82.5,793.0,984.0,226.0,80604,56.29275,908.0,281000.0,96.54
2014-09-01,167.24400000000003,5.4,1077.0,84.6,797.0,1023.0,226.7,74482,56.94254,975.0,281000.0,93.21
2014-10-01,166.91299999999995,5.3,1094.0,86.9,806.0,1074.0,225.6,68867,55.21204,920.0,298900.0,84.4
2014-11-01,166.66,5.7,1059.0,88.8,814.0,1001.0,225.2,60685,54.685359999999996,863.0,298900.0,75.79
2014-12-01,166.46200000000005,5.1,1072.0,93.6,826.0,1073.0,224.4,57602,52.8591,955.0,298900.0,59.29
2015-01-01,166.252,4.8,1049.0,98.1,830.0,1085.0,225.1,49641,50.2052,954.0,289200.0,47.22
2015-02-01,166.63299999999995,4.5,1127.0,95.4,830.0,886.0,224.6,47910,50.752390000000005,863.0,289200.0,50.58
2015-03-01,168.09,5.1,1072.0,93.0,843.0,960.0,223.9,50690,51.573190000000004,781.0,289200.0,47.82
2015-04-01,169.97,4.9,1166.0,95.9,868.0,1190.0,224.0,61024,50.23256,1001.0,289100.0,54.45
2015-05-01,171.85,5.0,1272.0,90.7,878.0,1079.0,222.5,72084,52.53078000000001,1012.0,289100.0,59.27
2015-06-01,173.451,5.4,1379.0,96.1,896.0,1205.0,222.0,83325,54.48016,962.0,289100.0,59.82
2015-07-01,174.497,5.2,1140.0,93.1,908.0,1146.0,222.0,90836,55.34884,988.0,295800.0,50.9
2015-08-01,174.93900000000005,5.0,1165.0,91.9,921.0,1130.0,220.6,92651,53.41996999999999,974.0,295800.0,42.87
2015-09-01,175.046,5.9,1144.0,87.2,939.0,1224.0,219.0,84460,53.214769999999994,1040.0,295800.0,45.48
2015-10-01,175.05200000000005,5.6,1160.0,90.0,943.0,1058.0,219.8,75743,51.92886,985.0,302500.0,46.22
2015-11-01,175.145,5.5,1244.0,91.3,962.0,1172.0,220.0,66174,53.93297,1000.0,302500.0,42.44
2015-12-01,175.11900000000003,5.1,1211.0,92.6,970.0,1146.0,219.5,62425,54.227090000000004,1023.0,302500.0,37.19
2016-01-01,175.04,5.6,1171.0,92.0,968.0,1092.0,219.8,54486,52.97538,1056.0,299800.0,31.68
2016-02-01,175.285,5.5,1172.0,91.7,982.0,1225.0,219.7,52810,50.0684,1037.0,299800.0,30.32
2016-03-01,176.604,5.5,1118.0,91.0,987.0,1111.0,221.0,54405,50.53352,1003.0,299800.0,37.55
2016-04-01,178.497,5.0,1160.0,89.0,998.0,1163.0,222.4,64527,49.31601,945.0,306000.0,40.75
2016-05-01,180.344,5.1,1205.0,94.7,1010.0,1148.0,222.9,77113,49.247609999999995,1000.0,306000.0,46.71
2016-06-01,181.916,5.3,1208.0,93.5,1016.0,1203.0,223.4,89251,48.80985,1109.0,306000.0,48.76
2016-07-01,183.02,4.5,1198.0,90.0,1033.0,1239.0,224.0,93769,47.058820000000004,1072.0,303800.0,44.65
2016-08-01,183.658,5.0,1201.0,89.8,1038.0,1171.0,224.6,95594,46.99042,1054.0,303800.0,44.72
2016-09-01,183.948,5.2,1303.0,91.2,1038.0,1068.0,223.9,86871,47.33242,1035.0,303800.0,45.18
2016-10-01,184.023,5.2,1254.0,87.2,1053.0,1313.0,223.9,80827,47.46922,1070.0,310900.0,49.78
2016-11-01,184.235,5.2,1230.0,93.8,1042.0,1140.0,223.2,71847,51.573190000000004,1244.0,310900.0,45.66
2016-12-01,184.407,5.4,1248.0,98.2,1057.0,1252.0,223.3,67648,57.428180000000005,1101.0,310900.0,51.97
2017-01-01,184.659,5.4,1296.0,98.5,1063.0,1190.0,223.4,60726,56.77155,1081.0,313100.0,52.5
2017-02-01,185.026,5.3,1237.0,96.3,1070.0,1271.0,226.2,55346,57.010940000000005,1148.0,313100.0,53.47
2017-03-01,186.535,5.0,1273.0,96.9,1071.0,1190.0,227.7,59012,57.400819999999996,1147.0,313100.0,49.33
2017-04-01,188.55,5.4,1239.0,97.0,1075.0,1146.0,229.6,68479,55.335159999999995,1069.0,318200.0,51.06
2017-05-01,190.548,5.1,1205.0,97.1,1071.0,1157.0,230.1,83616,54.856359999999995,1170.0,318200.0,48.48
2017-06-01,192.276,5.3,1353.0,95.0,1073.0,1249.0,229.9,94951,53.406290000000006,1236.0,318200.0,45.18
2017-07-01,193.522,5.8,1254.0,93.4,1075.0,1206.0,230.1,99965,54.274969999999996,1173.0,320500.0,46.63
2017-08-01,194.357,6.1,1336.0,96.8,1083.0,1159.0,231.6,100125,53.077980000000004,1107.0,320500.0,48.04
2017-09-01,194.826,5.3,1277.0,95.1,1093.0,1181.0,231.7,88391,52.05198,1113.0,320500.0,49.82
2017-10-01,195.092,5.5,1360.0,100.7,1101.0,1257.0,234.4,82308,53.28317,1196.0,337900.0,51.58
2017-11-01,195.457,4.8,1295.0,98.5,1107.0,1273.0,234.8,72991,53.652530000000006,1182.0,337900.0,56.64
2017-12-01,195.852,5.6,1312.0,95.9,1100.0,1177.0,235.6,68737,54.03556999999999,1200.0,337900.0,57.88
2018-01-01,196.12,6.0,1311.0,95.7,1105.0,1299.0,237.3,60918,55.164159999999995,1208.0,331800.0,63.7
2018-02-01,196.909,5.7,1331.0,99.7,1109.0,1277.0,242.4,55235,59.23393000000001,1288.0,331800.0,62.23
2018-03-01,198.578,5.2,1381.0,101.4,1121.0,1318.0,244.7,58425,60.79343000000001,1181.0,331800.0,62.73
2018-04-01,200.621,5.6,1365.0,98.8,1124.0,1276.0,244.8,67375,61.114909999999995,1224.0,315600.0,66.25
2018-05-01,202.46,5.5,1331.0,98.0,1131.0,1357.0,249.7,80588,62.735980000000005,1262.0,315600.0,69.98
2018-06-01,204.053,5.8,1338.0,98.2,1126.0,1192.0,253.0,89979,62.5171,1212.0,315600.0,67.87
2018-07-01,204.962,6.0,1333.0,97.9,1127.0,1208.0,250.8,94292,61.9357,1150.0,330900.0,70.98
2018-08-01,205.34,6.5,1293.0,96.2,1129.0,1288.0,246.2,93584,62.2435,1262.0,330900.0,68.06
2018-09-01,205.386,6.6,1320.0,100.1,1135.0,1250.0,244.3,82319,63.30369,1187.0,330900.0,70.23
2018-10-01,205.381,7.2,1280.0,98.6,1141.0,1221.0,239.8,75279,66.07387,1122.0,322800.0,70.75
2018-11-01,205.118,6.4,1334.0,97.5,1144.0,1181.0,236.6,66100,66.56635,1131.0,322800.0,56.96
2018-12-01,204.709,7.6,1320.0,98.3,1148.0,1095.0,236.8,61795,63.440490000000004,1053.0,322800.0,49.52
2019-01-01,204.215,7.0,1254.0,91.2,1152.0,1232.0,236.9,53453,61.06703,1258.0,313000.0,51.38
2019-02-01,204.443,6.4,1302.0,93.8,1140.0,1128.0,238.7,48777,59.781119999999994,1334.0,313000.0,54.95
2019-03-01,205.79,5.7,1291.0,98.4,1125.0,1195.0,238.3,52826,58.344730000000006,1301.0,313000.0,58.15
2019-04-01,207.702,5.8,1298.0,97.2,1123.0,1267.0,238.9,64066,56.66895,1329.0,322500.0,63.86
2019-05-01,209.365,6.7,1338.0,100.0,1132.0,1307.0,238.1,79827,55.70451,1226.0,322500.0,60.83
2019-06-01,210.603,5.2,1301.0,98.2,1142.0,1228.0,235.9,90397,52.01778,1169.0,322500.0,54.66
2019-07-01,211.356,5.9,1347.0,98.4,1146.0,1245.0,236.6,96367,51.50479,1219.0,318400.0,57.35
2019-08-01,211.715,5.4,1528.0,89.8,1149.0,1367.0,235.5,94846,49.46648,1294.0,318400.0,54.81
2019-09-01,211.892,5.4,1491.0,93.2,1161.0,1300.0,235.9,87212,49.31601,1150.0,318400.0,56.95
2019-10-01,211.984,5.3,1538.0,95.5,1160.0,1332.0,235.3,80314,50.451440000000005,1294.0,327100.0,53.96
2019-11-01,212.121,5.4,1522.0,96.8,1165.0,1346.0,235.1,71449,50.5472,1244.0,327100.0,57.03
2019-12-01,212.251,5.6,1461.0,99.3,1177.0,1551.0,235.5,67948,50.88919,1310.0,327100.0,59.88
2020-01-01,212.413,5.7,1500.0,99.8,1195.0,1572.0,235.7,59685,49.57592,1302.0,329000.0,57.52
2020-02-01,213.235,5.6,1440.0,101.0,1213.0,1565.0,238.0,56158,47.40082,1271.0,329000.0,50.54
2020-03-01,215.213,6.5,1348.0,89.1,1215.0,1267.0,241.5,57972,47.19562,1247.0,329000.0,29.21
2020-04-01,217.26,6.9,1050.0,71.8,1193.0,925.0,236.5,60753,45.22572,1207.0,322600.0,16.55
2020-05-01,218.509,5.4,1253.0,72.3,1180.0,1054.0,237.7,62204,44.22025,1171.0,322600.0,28.56
2020-06-01,219.835,3.8,1329.0,78.1,1183.0,1266.0,243.3,67591,43.26265,1244.0,322600.0,38.31
2020-07-01,221.59,3.4,1526.0,72.5,1201.0,1529.0,250.5,82815,41.25855,1314.0,337500.0,40.71
2020-08-01,224.07,3.3,1564.0,74.1,1213.0,1377.0,265.0,99347,40.15048,1238.0,337500.0,42.34
2020-09-01,226.825,3.4,1643.0,80.4,1218.0,1463.0,285.6,106357,39.53488,1446.0,337500.0,39.63
2020-10-01,229.841,3.3,1622.0,81.8,1228.0,1537.0,279.2,106570,38.768809999999995,1370.0,358700.0,39.4
2020-11-01,232.351,4.0,1713.0,76.9,1248.0,1545.0,266.4,101129,37.8249,1240.0,358700.0,40.94
2020-12-01,234.405,4.1,1760.0,80.7,1262.0,1663.0,274.7,95872,36.71683,1386.0,358700.0,47.02
2021-01-01,236.482,4.0,1866.0,79.0,1282.0,1602.0,292.4,82120,37.4145,1344.0,369800.0,52.0
2021-02-01,239.265,4.9,1700.0,76.8,1286.0,1422.0,300.1,73804,38.440490000000004,1322.0,369800.0,59.04
2021-03-01,244.264,4.4,1731.0,84.9,1308.0,1700.0,311.9,74757,42.16826,1459.0,369800.0,62.33
2021-04-01,249.859,4.7,1714.0,88.3,1320.0,1484.0,326.1,86242,41.86047,1438.0,382600.0,61.72
2021-05-01,255.484,5.6,1680.0,82.9,1338.0,1600.0,358.0,98123,40.52668,1337.0,382600.0,65.17
2021-06-01,261.207,5.8,1644.0,85.5,1372.0,1661.0,360.6,107700,40.69767,1298.0,382600.0,71.38
2021-07-01,265.54200000000003,5.7,1618.0,81.2,1387.0,1593.0,324.308,111315,39.23393,1361.0,411200.0,72.49
2021-08-01,268.82,6.5,1837.0,70.3,1412.0,1576.0,300.876,112784,38.885090000000005,1312.0,411200.0,67.73
2021-09-01,271.47700000000003,6.0,1636.0,72.8,1437.0,1560.0,293.026,103140,39.67168,1232.0,411200.0,71.65
2021-10-01,273.693,6.8,1727.0,71.7,1464.0,1572.0,297.671,96285,41.96306,1259.0,423600.0,81.48
2021-11-01,276.07,6.0,1775.0,67.4,1493.0,1712.0,301.796,89196,41.96306,1389.0,423600.0,79.15
2021-12-01,278.653,5.6,1948.0,70.6,1526.0,1787.0,319.323,84313,42.3803,1337.0,423600.0,71.71
2022-01-01,282.039,5.8,1898.0,67.2,1553.0,1669.0,349.222,73069,47.12722,1256.0,433100.0,83.22
2022-02-01,287.284,6.2,1817.0,62.8,1581.0,1771.0,359.934,64039,51.47059,1371.0,433100.0,91.64
2022-03-01,295.123,7.0,1877.0,59.4,1631.0,1713.0,372.86400000000003,64647,57.0725,1356.0,433100.0,108.5
2022-04-01,301.789,8.5,1795.0,65.2,1669.0,1803.0,356.444,73334,68.16005,1361.0,449300.0,101.78
2022-05-01,306.569,8.3,1708.0,58.4,1680.0,1543.0,358.834,83758,71.54583000000001,1446.0,449300.0,109.55
2022-06-01,308.334,9.5,1701.0,50.0,1688.0,1561.0,334.275,87679,75.54035999999999,1392.0,449300.0,114.84
2022-07-01,307.135,10.1,1658.0,51.5,1683.0,1371.0,331.66900000000004,85499,74.04241,1396.0,468000.0,101.62
2022-08-01,303.649,8.7,1586.0,58.2,1702.0,1505.0,329.173,81651,71.44323,1355.0,468000.0,93.67
2022-09-01,300.451,9.7,1588.0,58.6,1698.0,1463.0,322.849,72386,83.61149,1438.0,468000.0,84.26
2022-10-01,298.672,9.7,1555.0,59.9,1710.0,1432.0,317.617,65599,94.39124,1348.0,479500.0,87.55
2022-11-01,296.809,9.4,1402.0,56.8,1695.0,1427.0,312.86400000000003,55272,93.09166,1543.0,479500.0,84.37
2022-12-01,294.266,8.5,1409.0,59.7,1696.0,1357.0,308.07599999999996,47749,87.05882,1390.0,479500.0,76.44
2023-01-01,292.444,8.1,1354.0,64.9,1695.0,1340.0,306.461,40292,85.80711,1377.0,436800.0,78.12
